train_bce_loss,valid_bce_loss,test_bce_loss,train_iou,valid_iou,test_iou,train_f_score,valid_f_score,test_f_score
0.3147578718084279,0.23634122233641772,0.07346821504334614,0.8192312320073446,0.8759066807596309,0.9536532469590504,0.8988449266462616,0.9337921926849767,0.9758768022060395
0.17305406341047003,0.1527559098444487,0.07346821504334614,0.9062096440430844,0.9207552545949031,0.9536532469590504,0.9506952175588316,0.9586957693099974,0.9758768022060395
0.12715302351297755,0.12409736725844833,0.07346821504334614,0.929818921920025,0.9280546213451185,0.9536532469590504,0.9635352853572727,0.9626464561412208,0.9758768022060395
0.100383136421442,0.11529812373613058,0.07346821504334614,0.9438605281439693,0.9380409184255097,0.9536532469590504,0.9710616794499483,0.9680067583134301,0.9758768022060395
0.08367614002164567,0.09168619701736852,0.07346821504334614,0.9517569117473832,0.9437461840478997,0.9536532469590504,0.9752442222653013,0.9710172634375721,0.9758768022060395
0.0781746138113015,0.09499552414605492,0.07346821504334614,0.953754298614733,0.9461096838900918,0.9536532469590504,0.9762661240317606,0.9722771613221418,0.9758768022060395
0.06254431526317741,0.08717093420656105,0.07346821504334614,0.9642529740478052,0.9489683289276927,0.9536532469590504,0.9817893712809589,0.9737883555261712,0.9758768022060395
0.05721123324650705,0.08583299658800427,0.07346821504334614,0.9673018220699195,0.9492767892385784,0.9536532469590504,0.9833700503363754,0.9739455267002709,0.9758768022060395
0.054377246704516984,0.08606087534051192,0.07346821504334614,0.9693221341479906,0.9494862054523668,0.9536532469590504,0.9844161199800896,0.9740552651254755,0.9758768022060395
0.053880209893439765,0.08588590237655137,0.07346821504334614,0.9697101947033046,0.9494113326072693,0.9536532469590504,0.9846137671759635,0.9740205783593027,0.9758768022060395
0.0526998820855762,0.08596464305331833,0.07346821504334614,0.9704574843247735,0.9500570485466406,0.9536532469590504,0.9850014005646561,0.9743611561624627,0.9758768022060395
0.05324823849580505,0.08569987765268276,0.07346821504334614,0.9701666831970213,0.9499506103365045,0.9536532469590504,0.9848464799649789,0.974306561444935,0.9758768022060395
0.050279170444065865,0.08534692698403411,0.07346821504334614,0.9718214210235709,0.9504769507207368,0.9536532469590504,0.9857042350552295,0.9745855676500421,0.9758768022060395
0.050320071365797164,0.08432490476652195,0.07346821504334614,0.9722555938995243,0.950852278031801,0.9536532469590504,0.9859281200351137,0.9747801046622426,0.9758768022060395
0.04916751796774792,0.08537383201090912,0.07346821504334614,0.9726587904222083,0.9505018403655604,0.9536532469590504,0.9861349355090748,0.9745951734091106,0.9758768022060395
0.049031414317362236,0.08816190946258998,0.07346821504334614,0.9727293090386825,0.9500739825399298,0.9536532469590504,0.9861640785679671,0.974373017486773,0.9758768022060395
0.047889865934848785,0.08604414859100393,0.07346821504334614,0.9735131588849154,0.9503961644674602,0.9536532469590504,0.98657094800111,0.9745419182275472,0.9758768022060395
0.04679728118759214,0.08953417288629634,0.07346821504334614,0.9739381490331708,0.9494899354482952,0.9536532469590504,0.9867875539895263,0.9740708407602812,0.9758768022060395
0.04517294257653481,0.08601922169327736,0.07346821504334614,0.9750566157427702,0.9500654496644673,0.9536532469590504,0.9873677735978909,0.9743661221704986,0.9758768022060395
0.04573237286372618,0.08806757236781873,0.07346821504334614,0.974762817223867,0.950687399036006,0.9536532469590504,0.9872158160715392,0.9746956040984706,0.9758768022060395
