train_bce_loss,valid_bce_loss,test_bce_loss,train_iou,valid_iou,test_iou,train_f_score,valid_f_score,test_f_score
0.24508265030520565,0.13582574831027733,0.0627959059985975,0.8643914330324148,0.933450979621787,0.9622969369093578,0.9210441603915384,0.965485608891437,0.9805024925867719
0.11836058976313539,0.09200767917852654,0.0627959059985975,0.939515054225922,0.9490712771290225,0.9622969369093578,0.9686797083789155,0.9737855117571983,0.9805024925867719
0.08143735150913245,0.08854380181353341,0.0627959059985975,0.9560142864707771,0.9506472725617258,0.9622969369093578,0.9774593424251062,0.9746296735186327,0.9805024925867719
0.06428455982271951,0.07711065188050271,0.0627959059985975,0.9633340926570745,0.9556398015273246,0.9622969369093578,0.98130126945845,0.9772552596895319,0.9805024925867719
0.05194080811534219,0.07101869034139732,0.0627959059985975,0.9692972816583769,0.9589063305603832,0.9622969369093578,0.9843889547668341,0.9789747674214213,0.9805024925867719
0.04471549270887868,0.06994910949939177,0.0627959059985975,0.9729826140949746,0.9588486411069568,0.9622969369093578,0.986294912927933,0.9789345938908426,0.9805024925867719
0.038139695543369274,0.0668363471172358,0.0627959059985975,0.9768797059095543,0.9607140515979966,0.9622969369093578,0.9883002288468921,0.9799158980971889,0.9805024925867719
0.03690713211780284,0.06638876064435432,0.0627959059985975,0.977762463438602,0.961239965338456,0.9622969369093578,0.9887505837979208,0.980192454237687,0.9805024925867719
0.035683172164868764,0.06702879473174875,0.0627959059985975,0.9784339147669666,0.9607098667245162,0.9622969369093578,0.9890955231571924,0.9799187591201381,0.9805024925867719
0.03449987539068889,0.06799629492391096,0.0627959059985975,0.9790821853484818,0.9604575618317254,0.9622969369093578,0.9894271201759804,0.9797861952530711,0.9805024925867719
0.03373115179875426,0.0691237646694246,0.0627959059985975,0.979436341587824,0.9606857080208628,0.9622969369093578,0.9896072795372883,0.97989432592141,0.9805024925867719
0.033544904673258755,0.06860694181370108,0.0627959059985975,0.9795074608489754,0.9610928124503085,0.9622969369093578,0.9896442325970604,0.9801140788354371,0.9805024925867719
0.03274609051815427,0.06757229292079023,0.0627959059985975,0.9799163273272624,0.9613780457722514,0.9622969369093578,0.989852024398687,0.9802647091840442,0.9805024925867719
0.032486787264924946,0.0685282213319289,0.0627959059985975,0.9801890417819716,0.9612178159387489,0.9622969369093578,0.9899918678152649,0.9801813269916335,0.9805024925867719
0.03166973660522291,0.06952063611855634,0.0627959059985975,0.9806825677857142,0.9610242749515332,0.9622969369093578,0.9902445464643812,0.9800752730746018,0.9805024925867719
0.031231333139061013,0.0698753881611322,0.0627959059985975,0.9810055740007007,0.9614130054649552,0.9622969369093578,0.9904085224821367,0.9802773406631067,0.9805024925867719
0.03040629376493792,0.06839566697415556,0.0627959059985975,0.9814590302132465,0.9619082447729613,0.9622969369093578,0.9906403740853755,0.9805403979201066,0.9805024925867719
0.030056066796866076,0.07064589162014032,0.0627959059985975,0.9816243835077944,0.9610637536174372,0.9622969369093578,0.9907250618206638,0.9800976624614314,0.9805024925867719
0.029880372764727544,0.07014251618008864,0.0627959059985975,0.98174266915285,0.9613492786884308,0.9622969369093578,0.9907832791787069,0.9802468387704147,0.9805024925867719
0.02983148368999703,0.07043429145491438,0.0627959059985975,0.9817707629604194,0.9609696912138086,0.9622969369093578,0.9907982499544857,0.9800463507049962,0.9805024925867719
