train_bce_loss,valid_bce_loss,test_bce_loss,train_iou,valid_iou,test_iou,train_f_score,valid_f_score,test_f_score
0.22463496888184364,0.1308699691374051,0.08934230468546352,0.8682881370755553,0.9224919535611806,0.9461880942185716,0.9278471524478825,0.9595526472518319,0.9715562427043916
0.13211966050035173,0.11947794356628468,0.08934230468546352,0.9232128945015768,0.9285973388897746,0.9461880942185716,0.9598096809314409,0.9628579757715527,0.9715562427043916
0.10163104778710211,0.09925212279746409,0.08934230468546352,0.9407238264120261,0.9384899437427522,0.9461880942185716,0.9693018639360678,0.9681839550796308,0.9715562427043916
0.0878784102281086,0.10319560040768826,0.08934230468546352,0.9478971029965929,0.9367850109150535,0.9461880942185716,0.9731304786587488,0.967241894257696,0.9715562427043916
0.07381976375939282,0.09673114297421355,0.08934230468546352,0.9544756207757322,0.942649665631746,0.9461880942185716,0.976611977315131,0.9703960387330305,0.9715562427043916
0.06356520399110009,0.09231099780452878,0.08934230468546352,0.9609732982766535,0.946353554725647,0.9461880942185716,0.9800643202002722,0.9723617356074485,0.9715562427043916
0.05153603581640556,0.08792837777812232,0.08934230468546352,0.9679213502934871,0.9481675326824189,0.9461880942185716,0.9836793419058998,0.9733280147376812,0.9715562427043916
0.04863101371940766,0.0874427911874495,0.08934230468546352,0.9699325839071783,0.9483567037080465,0.9461880942185716,0.9847242709334572,0.9734269364884026,0.9715562427043916
0.04771745625798027,0.0875186700569956,0.08934230468546352,0.9702876255712433,0.9498093190946076,0.9461880942185716,0.9849066261116785,0.9741953501575872,0.9715562427043916
0.04689230495452424,0.08687533624470233,0.08934230468546352,0.9708004616599049,0.9500362606425032,0.9461880942185716,0.9851654030894506,0.9743166314928156,0.9715562427043916
0.044508200664897926,0.0874096746311376,0.08934230468546352,0.9724465030750244,0.9510563047308671,0.9461880942185716,0.9860201209556057,0.9748511832011373,0.9715562427043916
0.043085430514152714,0.08739468818040268,0.08934230468546352,0.9733477617038118,0.9507259961805845,0.9461880942185716,0.9864852009838778,0.9746752993056649,0.9715562427043916
0.04294056442516451,0.09018352657164398,0.08934230468546352,0.9734195966756981,0.9508476414178547,0.9461880942185716,0.9865210056304932,0.9747398103538311,0.9715562427043916
0.04189967015715503,0.08927510325845918,0.08934230468546352,0.9740732098353727,0.9499262179199018,0.9461880942185716,0.9868581354163073,0.9742621026541055,0.9715562427043916
0.041166049449612156,0.0888217281746237,0.08934230468546352,0.9744371721762738,0.9507567051209902,0.9461880942185716,0.987041972520697,0.9746937877253481,0.9715562427043916
0.040712624532348335,0.08830019076795953,0.08934230468546352,0.9746824894242613,0.950686343406376,0.9461880942185716,0.9871713796644718,0.9746580861116709,0.9715562427043916
0.04033033893877312,0.08940506755913559,0.08934230468546352,0.9748767514265224,0.9506150672310278,0.9461880942185716,0.9872698720174892,0.9746158373983285,0.9715562427043916
0.040081049550239355,0.08937782264853777,0.08934230468546352,0.9750712909771286,0.9505328002728913,0.9461880942185716,0.9873642693949112,0.9745659796815169,0.9715562427043916
0.03899378960824196,0.09230652931881578,0.08934230468546352,0.9756721654011093,0.9500462993195181,0.9461880942185716,0.9876730178148693,0.9743192980163976,0.9715562427043916
0.03914304723152678,0.08936605582896034,0.08934230468546352,0.9756623893293717,0.9503791959662188,0.9461880942185716,0.987674714499757,0.9744915570083417,0.9715562427043916
