training loss,validation loss,accuracy age,validation accuracy age,accuracy gender,validation accuracy gender,accuracy race,validation accuracy race
3.5348848756583418,3.178069072821088,0.35498839907192575,0.4174224847078675,0.6937882303311538,0.7894958869436828,0.4310799409407298,0.5144484286015608
3.051766299034965,2.749512927729203,0.45918582577515293,0.5157139843914786,0.7781058848344231,0.82092385572664,0.5267348660620123,0.6169584475848977
2.7323932959429076,2.475957395945492,0.5213562539548618,0.541446952119806,0.8061063066863531,0.8428601560852141,0.5935983969626661,0.6574562328622654
2.5367243515193234,2.2725797161887105,0.5417106095760388,0.5657034380932293,0.8190255220417634,0.8559375659143641,0.629877662940308,0.6836110525205653
2.392895942245139,2.1411720915724213,0.558953807213668,0.5770934402024889,0.832999367222105,0.8635309006538705,0.6530795190887998,0.7076566125290024
2.279190707136337,2.045401870324881,0.5713457076566125,0.5914364058215567,0.8400126555578992,0.8753427546931027,0.6792343387470998,0.7226323560430289
2.181018089152046,1.981646350134183,0.5847922379244885,0.5952330731913098,0.8521936300358575,0.8776629403079519,0.7000632777894958,0.7460451381565071
2.1071619217730633,1.8898584186452838,0.5936511284539127,0.610630668635309,0.858415946002953,0.8863109048723898,0.7117169373549884,0.7593334739506433
2.036573805898516,1.8301838264246213,0.6032482598607889,0.6190677072347606,0.8631090487238979,0.8907403501371018,0.7218941151655769,0.764184771145328
1.9763281589216042,1.7684129609351014,0.611368909512761,0.6359417844336638,0.870491457498418,0.895169795401814,0.7352879139422063,0.7711453279898756
