training loss,validation loss,accuracy age,validation accuracy age,accuracy gender,validation accuracy gender,accuracy race,validation accuracy race
3.7221868953238255,3.604771746803094,0.35477747310693947,0.3663784011811854,0.5620649651972158,0.620755114954651,0.42622864374604513,0.46909934612950854
3.5870089249387664,3.4885243218122004,0.35751951065176124,0.37122969837587005,0.6287175701328833,0.641214933558321,0.4592912887576461,0.49757435140265766
3.507644980831621,3.4207159256653683,0.3643218730225691,0.3855726639949378,0.6516030373338958,0.6591436405821557,0.47268508753427546,0.5032693524572875
3.4565738359617817,3.3721513489848647,0.37645011600928074,0.39611896224425225,0.665629614005484,0.6730647542712508,0.4771145327989876,0.5068550938620544
3.4181498765241543,3.328986484023411,0.38246150601139,0.4001265555789918,0.6769668846234972,0.6785488293608943,0.4825458763973845,0.512339168951698
3.378254797125808,3.298903746206885,0.38994937776840327,0.4051887787386627,0.6871440624340857,0.6977430921746467,0.4879244885045349,0.5076987977219996
3.332080256732794,3.2278409314045016,0.39627715671799196,0.41067285382830626,0.6948955916473318,0.7078675384939886,0.4949905083315756,0.5214089854461084
3.270809623974881,3.188994219592611,0.404661463826197,0.41573507698797724,0.7078675384939886,0.7182029107783168,0.5013710187724109,0.5357519510651761
3.1972782878320665,3.072003679422263,0.42179919848133307,0.43956971103142795,0.725216199114111,0.7445686564016031,0.5090170850031639,0.5488293608943261
3.1309002844506,3.0033029853091473,0.4321873022569078,0.4499050833157562,0.7354988399071926,0.7624973634254377,0.5209344020248893,0.5642269563383252
