training loss,validation loss,accuracy age,validation accuracy age,accuracy gender,validation accuracy gender,accuracy race,validation accuracy race
3.1701700755283833,2.6128614311676603,0.42527947690360685,0.5117063910567391,0.7453068972790551,0.8217675595865851,0.5072242143007805,0.6357308584686775
2.5928159698762254,2.349399770134165,0.5251001898333685,0.5488293608943261,0.8203438093229276,0.8453912676650496,0.6141636785488294,0.6682134570765661
2.380357049125903,2.237416957585144,0.5528896857203122,0.568445475638051,0.839168951697954,0.8534064543345286,0.6551887787386628,0.6960556844547564
2.2427730475584196,2.1719495013519543,0.5827357097658722,0.57646066230753,0.8495043239822823,0.8660620122337059,0.6758595233073191,0.703016241299304
2.1411100178265663,2.07544646298428,0.5941784433663784,0.5910145538915841,0.8576249736342544,0.8681712718835689,0.6931027209449483,0.7194684665682346
2.073019346221496,2.0411612185544348,0.6079413625817338,0.5971314068761865,0.8650073824087745,0.8721788652183083,0.7072874920902763,0.7241088377979329
1.9912374424109827,2.0137630394184067,0.6197004851297194,0.6007171482809534,0.8727589116220207,0.8757646066230753,0.7176228643746045,0.7363425437671377
1.9399595122606832,1.9846111602302245,0.6283484496941574,0.5918582577515292,0.8758173381143218,0.8751318287281165,0.7299620333263025,0.7407719890318498
1.8905196507889126,1.9483573939682661,0.6375764606623076,0.6108415946002953,0.8800885889052943,0.8823033115376503,0.7390845813119595,0.7422484707867538
1.8446818809125154,1.9075174605941894,0.6471735920691837,0.6125290023201856,0.8847816916262392,0.8795612739928285,0.7463087956127399,0.7498418055262602
