training loss,validation loss,accuracy age,validation accuracy age,accuracy gender,validation accuracy gender,accuracy race,validation accuracy race
3.3962058903345422,2.9630028927858927,0.3849398860999789,0.46635730858468677,0.7056528158616325,0.7951908879983126,0.46277156717991985,0.5680236237080785
2.8387116007742526,2.562525697869153,0.4884518034170006,0.5205652815861632,0.7887049145749842,0.8221894115165577,0.5771989031849821,0.6433241932081839
2.567953392706155,2.3528731683454467,0.5281586163256697,0.5431343598396963,0.8132777894958869,0.8453912676650496,0.6314596076777051,0.6747521619911411
2.3959384410002222,2.1983960728596075,0.548723897911833,0.5680236237080785,0.830046403712297,0.8574140476692681,0.6587745201434296,0.7070238346340435
2.255337476227566,2.059058833195126,0.573138578358996,0.5848977009069817,0.8419637207340224,0.8694368276734866,0.6903606834001266,0.7373971735920691
2.1524459466507846,1.9518665879537644,0.5836848766083105,0.5983969626661042,0.8487660831048303,0.8782957182029107,0.7044399915629614,0.7481543978063699
2.0702031819139637,1.8800644497080858,0.6027736764395697,0.610630668635309,0.8625290023201856,0.8808268297827463,0.7189938831470154,0.7608099557055473
1.9993544447678446,1.8228756011970981,0.6053575195106518,0.620755114954651,0.8662202067074457,0.8890529424172116,0.7342860156085214,0.7743092174646699
1.948333486229596,1.7684320369311317,0.6122653448639528,0.6275047458342122,0.8699114110947057,0.8955916473317865,0.7417211558742881,0.7783168107994094
1.8852156379312366,1.717767702852192,0.6221261337270618,0.6380510440835266,0.874815439780637,0.8960134992617591,0.7541130563172327,0.7875975532588062
