training loss,validation loss,accuracy age,validation accuracy age,accuracy gender,validation accuracy gender,accuracy race,validation accuracy race
3.5071536183407517,3.140759665638359,0.36832946635730857,0.4623497152499473,0.702014342965619,0.7909723686985868,0.4395169795401814,0.507276945792027
3.0215983546670104,2.7102746245581626,0.4752689306053575,0.5346973212402447,0.7807951908879983,0.817970892216832,0.5332735709765872,0.6083104830204599
2.713434678901856,2.444850820677377,0.5275258384307108,0.5566336215988188,0.8078991773887365,0.8456021936300359,0.5962349715249947,0.652815861632567
2.516550797995813,2.2590378622884093,0.5494094072980384,0.5779371440624341,0.8234022358152289,0.8620544188989665,0.632092385572664,0.6893060535751951
2.368961427444046,2.1276114192645226,0.5618540392322295,0.5899599240666527,0.838799831259228,0.8717570132883358,0.663045770934402,0.7087112423539338
2.260807645718089,2.022644834439027,0.5731913098502426,0.6013499261759122,0.8477641847711453,0.8730225690782535,0.684138367433031,0.7354988399071926
2.161862949287273,1.930571781945671,0.586321451170639,0.6078886310904872,0.8596287703016241,0.8846234971524994,0.6977430921746467,0.7504745834212192
2.101400910274533,1.8959993603333052,0.5948112212613372,0.6152710398650074,0.8631090487238979,0.8763973845180342,0.7155663362159882,0.7589116220206708
2.028500210705914,1.8475429673394907,0.603722843282008,0.6232862265344864,0.8644800674963088,0.8894747943471841,0.7286437460451382,0.7546931027209449
1.9667998587265643,1.7728786984392604,0.6120544188989665,0.6340434507487872,0.8697004851297194,0.8960134992617591,0.7397700906981649,0.7791605146593545
