training loss,validation loss,accuracy age,validation accuracy age,accuracy gender,validation accuracy gender,accuracy race,validation accuracy race
8.471141034367214,3.2175758827295513,0.37855937565914366,0.426492301202278,0.64553891584054,0.703016241299304,0.45533642691415316,0.5017928707023834
3.1922752451967056,3.0846925609529925,0.43593123813541446,0.4532798987555368,0.7037017506855093,0.7245306897279055,0.49952541657878086,0.5306897279055052
3.085063816574946,3.0034824735398638,0.4590803627926598,0.4707867538493989,0.7250052731491247,0.7348660620122337,0.5166104197426703,0.5370175068550939
3.034784804965212,2.96501434550418,0.4643007804260704,0.484707867538494,0.7331786542923434,0.7424593967517401,0.5252056528158616,0.5467201012444632
2.995894695374092,2.9348796152998182,0.4695211980594811,0.48618434929339804,0.739137312803206,0.7458342121915208,0.5333790339590804,0.5490402868593124
2.9729532474005387,2.908341458309159,0.47579624551782324,0.48744990508331576,0.7423012022780004,0.7492090276313014,0.5361210715039021,0.5536806580890108
2.9741487895723435,2.913435713210556,0.4721050411305632,0.48977009069816496,0.738662729381987,0.7500527314912466,0.5324298671166421,0.5532588061590382
2.967486085242131,2.9038984687091127,0.47363425437671375,0.4868171271883569,0.7436194895591647,0.7527947690360683,0.540708711242354,0.5545243619489559
2.965065190129419,2.9220528973747064,0.47611263446530266,0.48744990508331576,0.7451487028053153,0.7485762497363425,0.5408669057160936,0.5452436194895591
2.962171559442402,2.9014883677633776,0.4722632356043029,0.4870280531533432,0.7436194895591647,0.7568023623708079,0.5402341278211348,0.5490402868593124
