training loss,validation loss,accuracy age,validation accuracy age,accuracy gender,validation accuracy gender,accuracy race,validation accuracy race
4.134883308400589,2.615257727644998,0.4304471630457709,0.4574984180552626,0.7090276313014132,0.8099557055473529,0.5041657878084792,0.6355199325036912
2.4365411907095087,2.16380371508922,0.5293187091330943,0.5751951065176123,0.8195528369542291,0.85446108415946,0.6521830837376081,0.6867749419953596
2.0137622631938585,1.8980538370951532,0.5903290445053786,0.6112634465302679,0.8683821978485552,0.8645855304788019,0.7296983758700696,0.7553258806159038
1.7804238757268631,1.8060996120647979,0.6273992828517191,0.6234971524994727,0.89369331364691,0.8808268297827463,0.7682450959713141,0.7800042185192997
1.619859805417835,1.6214355491918415,0.6518139632988821,0.6488082682978275,0.9031322505800464,0.896646277156718,0.7985129719468467,0.801307740982915
1.5384034169645362,1.6273864599519596,0.6688989664627716,0.6494410461927863,0.9085635941784433,0.8867327568023624,0.8097447795823666,0.8006749630879562
1.4477782156939045,1.7103675973882764,0.6854039232229487,0.6382619700485129,0.9170533642691415,0.8962244252267454,0.8232440413414891,0.7973001476481755
1.3351336196599153,1.703558858383516,0.7050727694579203,0.6367854882936089,0.9255958658510862,0.8991773887365535,0.8376397384518034,0.7924488504534908
1.2182342892882694,1.6484388348600916,0.7305420797300147,0.6517612318076356,0.9327673486606202,0.8949588694368277,0.855568445475638,0.8124868171271884
1.1134218071606632,1.6524389722144222,0.7521619911411095,0.6384728960134992,0.9431554524361949,0.9040286859312381,0.8678548829360895,0.8025732967728327
